ASR ALL_STAR K All_Star_Airlines,_Inc.
AST AEROESTE MM Aerolíneas_Del_Oeste
NRE AVIONES_ARE MM Aviones_Are
WAP ARROW_PANAMA MP Arrow_Panama
ASV ASTRAVIA GG Astravia-Bissau_Air_Transports_Ltd.
ATB STARLITE CY Atlantair_Ltd.
ATD AEROTOURS MD Aerotours_Dominicana
ATE ATLANTIS_CANADA CY Atlantis_Transportation_Services,_Ltd.
ATG MOLDCARGO LU Aerotranscargo[6]
ATM AIRTAS YM Airlines_of_Tasmania
CPV AIRCORPORATE LI Air_Corporate
ATP ASTRAL SK ASTRAL_Colombia_-_Aerotransportes_Especiales_Ltda.
FEO FERINCO MM Aeroferinco
FES AERO_ALFE MM Aero_Taxis_Y_Servicios_Alfe
FFA AVIALESOOKHRANA UU Avialesookhrana
FFB FOXTROT_FOXTROT GO Africair_Service
ATR ATLAS-AIR K Atlas_Airlines
ATU ATLANT_HUNGARY LH Atlant_Aerobatics_Ltd.
ATV AVANTI_AIR ED Avanti_Air
AUA AUSTRIAN LO Austrian_Airlines
TUP TUPOLEVAIR UU Aviastar-Tu
TUR ?? SE ATUR
TXU ATESA SE ATESA_Aerotaxis_Ecuatorianos
AUD AUDI_AIR K Audi_Air,_Inc.
AUF AUGUSTA ED Augusta_Air_Luftfahrtunternehmen
AUM ATLAMUR SU Air_Atlantic_Uruguay
AUN AVIONES_UNIDOS MM Aviones_Unidos
AUP ?? UU Avia_Business_Group
SVE AEROESPECIAL MM Aero_Servicios_Expecializados
AUR AYLINE EG Aurigny_Air_Services
AUT AUSTRAL SA Austral_Líneas_Aéreas
AUY AUSA SU Aerolíneas_Uruguayas,_S.A.
AVA AVIANCA SK Avianca
AVB BEAUPAIR EG Aviation_Beauport
AVF CARIBOO CY Aviair_Aviation_Ltd.
AVH KENT_HELI EG AV8_Helicopters
AVJ ATOMIC UA Avia_Traffic_Company
AVK AVIATE-COPTER FA AV8_Helicopters
AVM AVEMEX MM Aviación_Ejecutiva_Mexicana,_S.A.
AVO AVIATION_WORK FA Aviation_at_Work
AVP AVIA_PUEBLA MM Aviacion_Corporativa_de_Peubla
LFP ALFA-SPACE YM Alfa_Aerospace
LFR LANFREIGHT ?? Atlantic_Airfreight_Aviation
AVQ AQUILINE K Aviation_Services,_Inc.
AVR ACTIVE_AERO K Active_Aero_Charter,_Inc.
AVS AVIALSA LE Avialsa_T-35
AVU AVIASUD LF Avia_Sud_Aérotaxi
AVV AIRVANTAGE K Airvantage_Incorporated
AVW AVIATOR LG Aviator_Airways
XXX ?? EB ASL_(Air_Service_Liege)
ZZM ?? DI Agence_Nationale_des_Aerodromes_et_de_la_Meteorologie
BGA BELUGA LF Airbus_Transport_International
BGF BULGARIAN LB Aviodetachment-28
BGG AERO_BG MM Aero_BG
BHC BAHIA MM Aerotaxis_De_La_Bahia
BIV AVIASERVICE UG Aviaservice
AVY AEROVARADERO MU Aerovaradero,_S.A.
AWB AIRNAT K Airways_International,_Inc.
AWK AIRWORK NZ Airwork
AWL AUSSIEWORLD YM Australian_Wetleasing
AWO AWOOD_AIR CY Awood_Air_Ltd.
AWR ARCTIC_WINGS CY Arctic_Wings_And_Rotors_Ltd.
ISM STORK UU Auo_Airclub_AIST-M
AWS ARAB_WINGS OJ Arab_Wings
AWV AIRWAVE CY Airwave_Transport,_Inc.
AWY AEROWEE LE Aeroway,_S.L.
AXH AEROMEXHAGA MM Aeromexhaga
AXI AIR_FREIGHTER K Aeron_International_Airlines,_Inc.
XAX XANADU WM AirAsia_X
WAJ WING_ASIA RJ AirAsia_Japan
AXP AEROMAX_SPAIN LE Aeromax
AXQ ACTION_AIR K Action_Airlines_(Action_Air_Charter)
BNI ALBERNI CY Alberni_Airways
BNZ AERO_BONANZA MM Aerolíneas_Bonanza
BOC AEROBONA MM Aerobona
AXR RENTAXEL MM Axel_Rent,_S.A.
AXS ALTUS K Altus_Airlines
AXV AXAVIA LF Aviaxess
AYM AIRMAN LE Airman,_S.L.
NPT NEPTUNE EG West_Atlantic_UK
GBN ATLANTIC_GABON FO Atlantic_Airlines
BJK BLACKJACK K Atlantic_Airlines
AYN ATLANTIC_NICARAGUA MN Atlantic_Airlines,_S.A.
AYT AYEET LL Ayeet_Aviation_&_Tourism
AZA ALITALIA LI Alitalia
AZE ARCUS_AIR ED Arcus-Air_Logistic
AZI ASTRA LG Astra_Airlines
AZK AZALHELICOPTER UB Azalhelikopter
AZM AEROCOZUMEL MM Aerocozumel
AZP ARIZONA_PACIFIC K Arizona_Pacific_Airways
AZS ZITOTRANS UU Aviacon_Zitotrans_Air_Company
AZT AZIMUT LE Azimut,_S.A.
MHC AERO_JOMACHA MM Aero_Jomacha
AZY ARIZAIR K Arizona_Airways,_Inc.
AZZ AZZA_TRANSPORT HS Azza_Transport
NAR NIGHT_AIR K Air_Continental_Inc
NAU ANTANIK UK Antanik-Air
NER NEWAIR K Air_Newark
OBA AEROBANANA MM Aerobanana
OBK AMAKO_AIR DN Amako_Airlines
OCA AROSCA SV Aserca_Airlines
NFS ?? GO Afrique_CArgo_Service_Senegal
NGC ANGOSERVICE FN Angoservice
OVA AERONOVA LE Aero_Nova
XPE EXPERT LO Amira_Air
XSS INTER_EXPRESS MM Aero_Express_Intercontinental
XTJ ?? K Advance_Aviation_Services
TLR AIR_LIBYA HL Air_Libya_Tibesti
OVC ?? SE Aerovic
RVE AIRVENTURE EB Airventure
RVI AERO_SERVICIOS MM Aero_Servicios
RVL AIR_VALLEE LI Airvallee
OVE AEROMOVER MM Aeromover
OVI VIAS_EJECUTIVAS MM Aerovías_Ejecutivas
PTD PITY MM Aero_Servicio_Pity
PTE AERO-COP MM Aero_Copter
PLM PULLMANTUR LE Air_Pullmantur
PSG SERVIAVIONES MM Aviones_Para_Servirle
SLU AVIO_SLUZBA LY Avio_Sluzba
SCU SCORPIO_UNIVERS LB Air_Scorpio
SIP AIR_SPIRIT K Air_Spirit
BMV OLIGA UA Alatau_Airlines
GUG AVIATECA MG Aviateca
PXX PINE_STATE K Aroostook_Aviation
PYC AEROPYCSA MM Aeropycsa
BAS AEROSERV TB Aero_Services
BBE BABEL_AIR HS Ababeel_Aviation
MCY MERCY FA Ambulance_Air_Africa
PUE PUELCHE SC Aeropuelche
ETC TRANATTICO HS African_Transport_Trading_and_Investment_Company
VUE FLIGHTVUE EG AD_Aviation
XCT AEROCOSTAXI MM Aero_Costa_Taxi_Aéreo
VRO AEROVITRO MM Aerovitro
VRI VILLARICA MM Aerotaxi_Villa_Rica
VEG AEROVEGA MM Aerovega
VVG AEROVILLA SK Aerovilla
VLR VILLAVERDE MM Aerolíneas_Villaverde
WIL WILLIAMETTE K Aero_Air
VEJ VENEJECUTIV SV Aero_Ejecutivos
WAB WABASH K Aero_Industries_Inc
VNG VANGUARDIA MM Aero_Servicios_Vanguardia
VAD VALLES LE Aero_Taxi_Los_Valles
VLS VIREL MM Aero_Virel
XAA ?? K Aeronautical_Radio_Inc
VUO AEROVUELOX MM Aerovuelox
VTM AERONAVES_TSM MM Aeronaves_TSM
BOT BOTSWANA FB Air_Botswana
XPR ?? K Air-Rep
XLL TINGA-TINGA HT Air_Excel
WHY AIR_SOREL CY Air_Sorel
WDR WIND_RIDER K Air_Net_Private_Charter
XEC ?? ED Air_Executive_Charter
VTY VICTORY DN Air_Midwest_(Nigeria)
VTA AIR_TAHITI LF Air_Tahiti
URG URGA UK Air_Urga
VIM CRYSTAL LB Air_VIA
WLR AIRWALSER LI Air_Walser
URA ROSAVIA UK Aircompany_Rosavia
XLB ?? K Aircraft_Performance_Group
WLA AIRLIMITED FL Airwaves_Airlink
XFX AIRCORP NZ Airways_Corporation_of_New_Zealand
WAY GARONNE LF Airways
WGS AIRWINGS EF Airwings_oy
XAK SUNEXPRESS HK Airkenya
WPK WOLFPACK K Air-Lift_Associates
VAB ?? UU Airtrans_Ltd
URP AIR-ARP UK ARP_410_Airlines
WPR WESTPAC_RESCUE NZ Auckland_Regional_Rescue_Helicopter_Trust
UST AUSTRO_AEREO SE Austro_Aéreo
WLT WINGLET K Aviation_Partners
VLV VLADLIFT UU Avialift_Vladivostok
VME AVIAMERICA MM Aviación_Comercial_de_América
WLV WOLVERINE K Aviation_North
WTA WEST_TOGO DX Africa_West
VNT AVIENT FL Avient_Air_Zambia
VZR IAZUR LF Aviazur
VXG AVIREX-GABON FO Avirex
VXX EXPRESSAVIA UK Aviaexpress_Aircompany
XAM ALLIANCE K AMR_Services_Corporation
XAO ?? K Airline_Operations_Services
VAZ REMONT_AIR UU Airlines_400
VAS ATRAN UW ATRAN_Cargo_Airlines
VAM AMERAVIA SU Ameravia
KHV AIR_ANGKOR VD Angkor_Air
VBC AIR_VICTOR LB AVB-2004_Ltd
XKX ?? LF ASECNA
XAT ?? K AT_and_T_Aviation_Division
VAI AIR_AVALAIR LY Avalair
VRT AVERITT K Averitt_Air_Charter
VSA STARBIRD FA Avstar_Aviation
XAV AVIAPROM UU Aviaprom_Enterprises
VTT VIATRANSPORT HS Avia_Trans_Air_Transport
VSR AVIOSTART LB Aviostart_AS
VTG ATACARGO FN Aviação_Transportes_Aéreos_e_Cargas
XJA ?? LF Assistance_Aeroportuaire_de_L'Aeroport_de_Paris
XFS ?? K American_Flight_Service_Systems
XME AUS-CARGO YM Australian_air_Express
XMG ?? UU AMS_Group
CAJ CAR_LINE LF Air_Caraibes_Atlantique
CAO AIRCHINA_FREIGHT ZY Air_China_Cargo
CBE AEROCARIBE MM Aerovías_Caribe
CBO TAXI_CABO MM Aerotaxi_del_Cabo
CBS AIR_COLUMBUS UK Air_Columbus
CBV CABOAEREO MM Aereo_Cabo
CCA AIR_CHINA ZY Air_China
CDA CARDAL SC Aerocardal
CDP CONDOR-PERU SP Aero_Condor_Peru
CDU ?? UU Aerotrans
CDV SKOL UU Airline_Skol
CFF AEROFAN LE Aerofan
CFV CALAFIA MM Aero_Calafia
CGB CARGO_BELIZE MZ Air_Cargo_Belize
CGV CLUBE_ALGARVE LP Aero_Clube_Do_Algarve
CHJ AIR_CHAIKA UK Aircompany_Chaika
CHR ZAIRE_CHARTER FZ Air_Charter_Services
CHV CHARTAIR K Air_Charter_Professionals
CIR AIR_ARCTIC K Arctic_Circle_Air_Service
CKL CIRCLE_CITY K Aviation_Charter_Services
CLL AEROCASTILLO MM Aerovías_Castillo
